height	weight
1.60393537892782	46.3069565959737
1.67210486002668	51.1656043315248
1.67955236898196	52.4686685788442
1.80790810157727	61.7752492008507
1.69092871546321	54.8974064789387
1.47405874232005	42.3705589282983
1.74182154114229	60.0720571675088
1.76011920089792	62.2701939875276
2.05920866833305	86.5029429306544
1.53242089535543	48.6100956708041
1.91731739949086	77.1982262181982
1.39922742047972	41.7019360709357
1.88933926434223	77.1034216849613
1.48190637909517	48.0934187092248
1.75897200337332	68.6864116920552
1.5988696897158	57.5186464055675
1.55098735120135	54.8468082097742
1.67041068522447	64.4552799039092
1.49971714178076	52.6301452252147
1.74910173972637	72.5067584331573
1.81055690127225	78.6747910258701
1.50687167099014	55.1770922578324
2.02534537290031	100.909787436406
1.69731285129279	71.7336857875748
1.58459917752401	63.2760547459263
1.71778739025296	75.2452347118581
1.81618826494173	85.102327193771
1.90864719631869	95.0805805323967
1.84033839078442	89.4127183645074
1.60904872422826	69.1273091783134
1.67428309231176	75.6870445764277
1.85322230012565	93.7600179975455
1.67364397159836	77.3099223652236
1.65981921261733	76.8644949382042
1.75692075339644	87.0469290507658
1.89534683285411	102.381679079088
1.80017969644244	93.330631857128
1.73658327285413	87.7574945895023
1.860634334516	101.781627727326
1.47782918104107	64.8641789235944
2.01870622733591	122.255244968543
